"","UTC","TOL_25","TOL_31.5","TOL_40","TOL_50","TOL_63","TOL_80","TOL_100","TOL_125","TOL_160","TOL_200","TOL_250","TOL_315","TOL_400","TOL_500","TOL_630","TOL_800","TOL_1000","TOL_1250","TOL_1600","TOL_2000","TOL_2500","TOL_3150","TOL_4000","TOL_5000","TOL_6300","TOL_8000","TOL_10000","TOL_12500","TOL_16000","TOL_20000","site","yr","mth","Latitude","Longitude","Season","seasonYr","windU","windV","precRate","matchLong","matchLat","matchTime","windMag","Day"
"7109",2019-09-27 06:00:00,78.824273,76.703039,77.795707,79.486993,79.220978,80.797932,79.16853,76.532383,78.446207,79.585936,77.322716,78.010109,79.898065,80.260575,79.646038,79.355791,79.206626,78.803255,79.080222,79.365842,78.834807,79.059244,78.94504,78.548871,78.011258,77.803527,77.309139,76.974721,75.973546,73.549922,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",4.29045915603638,5.41438007354736,0,238,36.75,2019-09-27 06:00:00,6.90822345834608,2019-09-27
"7110",2019-09-27 07:00:00,77.531264,76.912866,77.884247,78.918676,78.382179,78.829515,77.109556,75.519582,78.269614,79.466603,76.640177,77.301027,79.225483,79.096963,78.136744,77.387634,77.155528,77.052419,77.418695,77.570706,76.998041,77.202664,77.125462,76.725945,76.157022,76.044545,75.665629,75.502029,74.66358,72.561715,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",4.29045915603638,5.41438007354736,0,238,36.75,2019-09-27 06:00:00,6.90822345834608,2019-09-27
"7111",2019-09-27 08:00:00,77.964134,78.420034,78.937015,79.848193,78.2146,77.986398,76.24203,74.994311,78.051959,78.918913,75.685803,76.111491,77.700674,77.413724,74.38333,71.995636,70.39244,69.786257,70.1147,70.514694,70.55145,71.451234,72.0924,71.930365,71.265163,71.523204,71.892101,72.141704,72.043581,70.866601,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.94265627861023,3.70306873321533,0,238,36.75,2019-09-27 07:30:00,4.72989894363095,2019-09-27
"7112",2019-09-27 09:00:00,78.568849,76.886129,78.451404,78.06571,76.888544,76.353985,75.074333,74.405671,78.121986,79.128134,75.722816,75.825459,77.445094,77.093024,74.151215,71.929464,70.655328,70.949072,71.556729,71.69646,71.375751,71.745054,71.825168,71.707545,71.34024,71.620807,71.940958,72.218513,72.106452,70.90587,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.94265627861023,3.70306873321533,0,238,36.75,2019-09-27 07:30:00,4.72989894363095,2019-09-27
"7113",2019-09-27 10:00:00,78.846151,76.885458,79.185898,79.171998,77.911239,76.995205,75.379288,74.945957,78.693216,79.791619,76.232267,76.453896,78.175613,77.877541,74.540142,71.956765,69.946689,70.379083,70.881761,70.804218,70.49448,70.757733,70.932792,71.094918,70.864377,71.207834,71.625512,71.943396,71.90601,70.79841,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.94265627861023,3.70306873321533,0,238,36.75,2019-09-27 07:30:00,4.72989894363095,2019-09-27
"7114",2019-09-27 11:00:00,79.047096,76.800489,78.021648,79.477204,78.322833,77.526077,75.903367,76.446894,79.65542,80.958236,77.153184,77.567704,79.983844,78.941676,75.355077,72.569101,69.737826,68.932294,68.830845,68.92655,69.094443,70.014469,70.654382,70.903502,70.805987,71.071214,71.439101,71.79059,71.800068,70.745128,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.30704092979431,2.88673090934753,0,238,36.75,2019-09-27 12:00:00,3.69535562493363,2019-09-27
"7115",2019-09-27 12:00:00,77.608209,76.30377,76.689202,78.35682,77.544725,77.029332,76.127799,75.869262,80.406463,81.673919,77.889498,78.381228,80.93083,80.231954,76.429596,73.505377,70.275878,69.012205,68.773305,68.946398,69.149306,70.103073,70.658037,70.946219,70.838228,71.105544,71.459409,71.796439,71.80143,70.747975,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.30704092979431,2.88673090934753,0,238,36.75,2019-09-27 12:00:00,3.69535562493363,2019-09-27
"7116",2019-09-27 13:00:00,79.935776,78.183267,77.833632,79.683098,78.086093,77.727235,76.436453,76.440386,80.08539,81.086443,78.460699,78.929656,80.838739,80.715248,76.862999,74.299088,70.816118,69.573092,69.560388,69.952786,69.791958,70.399624,70.608411,70.96837,70.985957,71.327651,71.732136,72.008482,71.930277,70.797371,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.30704092979431,2.88673090934753,0,238,36.75,2019-09-27 12:00:00,3.69535562493363,2019-09-27
"7117",2019-09-27 14:00:00,77.824898,77.795479,79.54727,82.126694,78.477543,78.787689,75.844747,75.495147,76.35955,75.592665,74.993242,74.985938,76.108079,75.937599,72.619536,71.191058,69.847643,69.132725,69.547909,69.834694,69.777764,70.414157,70.626611,70.88362,70.827921,71.325035,71.798122,72.013832,71.906985,70.786103,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",1.18287110328674,3.00804209709167,9.99999974737875e-06,238,36.75,2019-09-27 13:30:00,3.23225947362932,2019-09-27
"7118",2019-09-27 15:00:00,76.944868,76.935257,78.829486,82.178389,78.239852,77.527758,75.42364,76.11886,75.359911,74.293544,74.085589,73.824209,73.791409,73.184773,70.977477,69.950356,69.244775,69.193568,69.242938,69.55417,69.447394,69.933225,70.262801,70.586456,70.704848,71.264107,71.722375,71.968626,71.887091,70.776591,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",1.18287110328674,3.00804209709167,9.99999974737875e-06,238,36.75,2019-09-27 13:30:00,3.23225947362932,2019-09-27
"7119",2019-09-27 16:00:00,75.91016,77.05726,78.354161,81.825532,79.442565,79.468803,77.852897,79.107612,80.208066,79.488618,78.564395,77.849983,76.696872,76.474291,73.900858,73.254976,72.810621,73.250575,72.6183,72.721126,72.34038,72.44086,71.988319,71.884883,71.535388,71.850361,72.02082,72.123562,71.970508,70.821695,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",1.18287110328674,3.00804209709167,9.99999974737875e-06,238,36.75,2019-09-27 13:30:00,3.23225947362932,2019-09-27
"7120",2019-09-27 17:00:00,76.445064,77.664066,78.728992,81.330319,82.625863,84.70555,84.345799,88.568464,86.892169,86.588201,85.892992,84.437678,83.076691,82.466682,81.58458,82.712117,82.177,83.004288,82.611469,82.139858,80.982723,80.837725,80.019519,79.12097,77.479664,76.21219,74.901836,73.682627,72.599804,70.977621,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.11428713798523,1.18483889102936,0,238,36.75,2019-09-27 18:00:00,2.42364463144774,2019-09-27
"7121",2019-09-27 18:00:00,90.635741,90.007323,89.694767,88.445354,87.200242,86.072448,83.82818,84.741646,85.597202,85.719549,83.846506,83.672491,82.698272,81.940806,80.315466,79.74598,79.255979,80.026438,78.808321,78.279411,77.372261,77.37492,76.745845,76.238071,74.449325,73.634075,72.948467,72.45313,72.030263,70.787659,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.11428713798523,1.18483889102936,0,238,36.75,2019-09-27 18:00:00,2.42364463144774,2019-09-27
"7122",2019-09-27 19:00:00,85.253808,85.358007,84.123432,83.984068,82.794588,83.372631,82.525196,83.029869,85.161496,86.735604,83.598913,83.800779,83.167812,81.099593,78.610016,79.044385,78.338383,78.31381,78.641706,79.469372,78.05162,78.738548,78.602047,77.758283,76.232314,74.957503,73.80791,72.946619,72.258051,70.860717,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",2.11428713798523,1.18483889102936,0,238,36.75,2019-09-27 18:00:00,2.42364463144774,2019-09-27
"7123",2019-09-27 20:00:00,81.68956,80.353985,81.056348,82.729633,81.38419,79.014896,77.66836,80.236246,79.240483,79.181498,79.537846,78.711063,79.216108,78.637097,76.943413,76.343718,75.562279,76.072456,75.684088,74.648181,73.059524,73.142472,73.289301,72.906668,72.285745,72.328188,72.504133,72.502564,72.192816,70.913782,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",4.22894287109375,-0.394343256950378,9.99999974737875e-06,238,36.75,2019-09-27 19:30:00,4.24728906613111,2019-09-27
"7124",2019-09-27 21:00:00,80.125425,78.688287,78.743657,79.839438,81.425898,80.384149,79.359309,80.251899,80.813512,82.896011,82.659764,83.128131,82.991367,82.22526,81.57536,81.735681,81.291417,80.836877,80.391089,80.355681,79.141057,79.325007,78.959757,78.488456,77.556298,77.149146,76.577185,76.134684,75.177285,72.858236,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",4.22894287109375,-0.394343256950378,9.99999974737875e-06,238,36.75,2019-09-27 19:30:00,4.24728906613111,2019-09-27
"7125",2019-09-27 22:00:00,80.572609,79.843548,81.129535,82.304813,81.581913,80.207292,80.416975,80.837613,81.872094,82.981595,82.708266,83.526816,84.406511,84.746944,84.786416,85.106529,85.244122,85.023975,84.967536,84.939941,84.094891,84.123448,83.804021,83.268245,82.669111,82.326782,81.637098,81.081608,79.722631,76.669858,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",4.22894287109375,-0.394343256950378,9.99999974737875e-06,238,36.75,2019-09-27 19:30:00,4.24728906613111,2019-09-27
"7126",2019-09-27 23:00:00,80.493108,80.646762,82.500116,84.654807,84.546347,82.856625,80.373561,80.711338,82.024994,81.705522,82.914903,83.661834,84.583621,85.1638,85.230273,85.307274,85.357793,85.192074,85.134729,85.02306,84.102622,84.072867,83.736464,83.178412,82.560835,82.270575,81.600191,81.098516,79.785993,76.743533,"mb01",2019,9,36.798,-121.976,"fall","fall-2019",7.6812744140625,-6.94353771209717,0,238,36.75,2019-09-28,10.3544527901501,2019-09-27
